index	origin	start	end
Chr19b	67+,CEN19+,68+	60000	10000
Chr20a	69+,CEN20+,70+	60000	110000
Chr20b	69+,CEN20+,70+	60000	110000
Chr21a	71+,CEN21+,72+	5010000	10000
Chr21b	71+,CEN21+,72+	5010000	10000
Chr22a	73+,CEN22+,74+	10510000	10000
Chr22b	73+,CEN22+,74+	10510000	10000
ChrXa	75+,CENX+,76+	10000	10000
ChrXb	75+,CENX+,76+	10000	10000
---
initialization
	autosomes: ['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr9', 'Chr10', 'Chr11', 'Chr12', 'Chr13', 'Chr14', 'Chr15', 'Chr16', 'Chr17', 'Chr18', 'Chr19', 'Chr20', 'Chr21', 'Chr22']
	autosomal copy number: 2
	sex chromosomes: ['ChrX', 'ChrX']
block 1: random events
	deletion on segments [7+], from Chr1a to Chr1a
	nonreciprocal translocation on segments [3+,4+], from Chr1a to Chr13a
	deletion on segments [38+], from Chr9a to Chr9a
	balanced reciprocal translocation on segments [12+], from Chr3b to Chr3b
	balanced reciprocal translocation on segments [15+], from Chr3b to Chr3b
	tandem duplication on segments [36+,37+], from Chr9a to Chr9a
	deletion on segments [52+,53+], from Chr14b to Chr14b
	deletion on segments [61+], from Chr16b to Chr16b
	deletion on segments [23+], from Chr5b to Chr5b
	right duplication inversion on segments [51+,52+], from Chr14a to Chr14a
	deletion on segments [21+], from Chr5b to Chr5b
	balanced reciprocal translocation on segments [55+], from Chr14b to Chr1b
	balanced reciprocal translocation on segments [2+,3+], from Chr1b to Chr14b
