index	origin	start	end
CEN22	Chr22	13000001	15999999
74	Chr22	16000000	51294566
75	ChrX	10000	58632012
CENX	ChrX	58632013	61632011
76	ChrX	61632012	155260560
---
chromosome	KT	telo1_len	telo2_len
Chr1a	1+,CEN1+,2+	10000	10000
Chr1b	1+,CEN1+,2+	10000	10000
Chr2a	3-,3+,4+,5+,6+,CEN2+,7+	10000	10000
Chr2b	3+,4+,5+,6+,CEN2+,7+	10000	10000
Chr3a	8+,CEN3+,9+	10000	10000
Chr3b	8+,CEN3+,9+	10000	10000
Chr4a	10+,11+,12+,13+,CEN4+,14+	10000	10000
Chr4b	10+,10+,11+,12+,13+,CEN4+,14+	10000	10000
Chr5a	15+,CEN5+,16+,17+,18+,19+	10000	10000
Chr5b	15+,CEN5+,16+,17+,18+,19+,19-	10000	10000
Chr6a	20+,CEN6+,21+,22+,23+,24+	10000	10000
Chr6b	20+,CEN6+,21+,22+,23+,24-,24+	10000	10000
Chr7a	25+,CEN7+,26+	10000	10000
Chr7b	25+,CEN7+,26+	10000	10000
Chr8a	27+,CEN8+,28+,29+,30+,31+,31+	10000	10000
Chr8b	27+,CEN8+,28+,29+,30+,31+	10000	10000
Chr9a	32+,CEN9+,33+	10000	10000
Chr9b	32+,CEN9+,33+	10000	10000
Chr10a	34+,CEN10+,35+,36+,37+,38+,39+,40+,41+,40+,41+,41+	10000	10000
Chr10b	34+,CEN10+,35+,36+,37+,38+,39+,40+,41+	10000	10000
Chr11a	42+,CEN11+,43+	10000	10000
Chr11b	42+,CEN11+,43+	10000	10000
Chr12a	44+,CEN12+,45+	10000	10000
Chr12b	44+,CEN12+,45+	10000	10000
Chr13a	46+,CEN13+,47+	16000000	10000
Chr13b	46+,CEN13+,47+	16000000	10000
Chr14a	48+,CEN14+,49+,50+,51+,52+,52+	16000000	10000
Chr14b	48+,CEN14+,49+,50+,51+,52+	16000000	10000
Chr15a	53+,CEN15+,54+,55+,56+,57+	17000000	10000
Chr15b	53+,CEN15+,54+,55+,56+,57+,57+	17000000	10000
Chr16a	58+,CEN16+,59+	10000	10000
Chr16b	58+,CEN16+,59+	10000	10000
Chr17a	60+,CEN17+,61+,62+,63+,64+	10000	10000
Chr17b	60+,CEN17+,61+,62+,63+,64+,64+	10000	10000
Chr18a	65+,CEN18+,66+	10000	10000
Chr18b	65+,CEN18+,66+	10000	10000
Chr19a	67+,CEN19+,68+	10000	10000
Chr19b	67+,CEN19+,68+	10000	10000
Chr20a	69+,CEN20+,70+	10000	10000
Chr20b	69+,CEN20+,70+	10000	10000
Chr21a	71+,CEN21+,72+	5211193	10000
Chr21b	71+,CEN21+,72+	5211193	10000
Chr22a	73+,CEN22+,74+	13000000	10000
Chr22b	73+,CEN22+,74+	13000000	10000
ChrXa	75+,CENX+,76+	10000	10000
ChrXb	75+,CENX+,76+	10000	10000
---
initialization
	autosomes: ['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr9', 'Chr10', 'Chr11', 'Chr12', 'Chr13', 'Chr14', 'Chr15', 'Chr16', 'Chr17', 'Chr18', 'Chr19', 'Chr20', 'Chr21', 'Chr22']
	autosomal copy number: 2
	sex chromosomes: ['ChrX', 'ChrX']
block 1: random terminal SVs: tandem duplications + duplication inversions
	tandem duplication on segments [10+], from Chr4b to Chr4b
	left duplication inversion on segments [3+], from Chr2a to Chr2a
	tandem duplication on segments [40+,41+], from Chr10a to Chr10a
	tandem duplication on segments [41+], from Chr10a to Chr10a
	tandem duplication on segments [57+], from Chr15b to Chr15b
	tandem duplication on segments [31+], from Chr8a to Chr8a
	left duplication inversion on segments [24+], from Chr6b to Chr6b
	tandem duplication on segments [52+], from Chr14a to Chr14a
	tandem duplication on segments [64+], from Chr17b to Chr17b
	right duplication inversion on segments [19+], from Chr5b to Chr5b
