index	origin	start	end
73	ChrX	3180653	44361024
74	ChrX	44361025	47531677
75	ChrX	47531678	58632012
CENX	ChrX	58632013	61632011
76	ChrX	61632012	155260560
---
chromosome	KT	telo1_len	telo2_len
Chr1a	1+,CEN1+,2+,3+,4+,5-,5+	10000	10000
Chr1b	1+,CEN1+,2+,3+,4+,5+	10000	10000
Chr2a	6+,CEN2+,7+	10000	10000
Chr2b	6+,CEN2+,7+	10000	10000
Chr3a	8+,CEN3+,9+	10000	10000
Chr3b	8+,CEN3+,9+	10000	10000
Chr4a	10+,CEN4+,11+,12+,13+,14+	10000	10000
Chr4b	10+,CEN4+,11+,12+,13+,14+,14+	10000	10000
Chr5a	15+,CEN5+,16+	10000	10000
Chr5b	15+,CEN5+,16+	10000	10000
Chr6a	17-,17+,18+,19+,20+,CEN6+,21+	10000	10000
Chr6b	17+,18+,19+,20+,CEN6+,21+	10000	10000
Chr7a	22+,CEN7+,23+,24+,25+,26+	10000	10000
Chr7b	22+,CEN7+,23+,24+,25+,26+,26-	10000	10000
Chr8a	27+,CEN8+,28+,29+,30+,31+,31+	10000	10000
Chr8b	27+,CEN8+,28+,29+,30+,31+	10000	10000
Chr9a	32+,32+,33+,34+,35+,CEN9+,36+	10000	10000
Chr9b	32+,33+,34+,35+,CEN9+,36+	10000	10000
Chr10a	37+,CEN10+,38+	10000	10000
Chr10b	37+,CEN10+,38+	10000	10000
Chr11a	39+,CEN11+,40+	10000	10000
Chr11b	39+,CEN11+,40+	10000	10000
Chr12a	41+,CEN12+,42+	10000	10000
Chr12b	41+,CEN12+,42+	10000	10000
Chr13a	43+,CEN13+,44+	16000000	10000
Chr13b	43+,CEN13+,44+	16000000	10000
Chr14a	45+,CEN14+,46+	16000000	10000
Chr14b	45+,CEN14+,46+	16000000	10000
Chr15a	47+,CEN15+,48+,49+,50+,51+	17000000	10000
Chr15b	47+,CEN15+,48+,49+,50+,51+,51+	17000000	10000
Chr16a	52+,53+,54+,55+,CEN16+,56+	10000	10000
Chr16b	52-,52+,53+,54+,55+,CEN16+,56+	10000	10000
Chr17a	57+,CEN17+,58+,59+,60+,61+	10000	10000
Chr17b	57+,CEN17+,58+,59+,60+,61-,61+	10000	10000
Chr18a	62+,CEN18+,63+	10000	10000
Chr18b	62+,CEN18+,63+	10000	10000
Chr19a	64+,CEN19+,65+	10000	10000
Chr19b	64+,CEN19+,65+	10000	10000
Chr20a	66+,CEN20+,67+	10000	10000
Chr20b	66+,CEN20+,67+	10000	10000
Chr21a	68+,CEN21+,69+	5211193	10000
Chr21b	68+,CEN21+,69+	5211193	10000
Chr22a	70+,CEN22+,71+	13000000	10000
Chr22b	70+,CEN22+,71+	13000000	10000
ChrXa	72+,72+,73+,74+,75+,CENX+,76+	10000	10000
ChrXb	72+,73+,74+,75+,CENX+,76+	10000	10000
---
initialization
	autosomes: ['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr9', 'Chr10', 'Chr11', 'Chr12', 'Chr13', 'Chr14', 'Chr15', 'Chr16', 'Chr17', 'Chr18', 'Chr19', 'Chr20', 'Chr21', 'Chr22']
	autosomal copy number: 2
	sex chromosomes: ['ChrX', 'ChrX']
block 1: random terminal SVs: tandem duplications + duplication inversions
	left duplication inversion on segments [17+], from Chr6a to Chr6a
	tandem duplication on segments [32+], from Chr9a to Chr9a
	left duplication inversion on segments [61+], from Chr17b to Chr17b
	tandem duplication on segments [31+], from Chr8a to Chr8a
	tandem duplication on segments [14+], from Chr4b to Chr4b
	left duplication inversion on segments [52+], from Chr16b to Chr16b
	tandem duplication on segments [51+], from Chr15b to Chr15b
	left duplication inversion on segments [5+], from Chr1a to Chr1a
	tandem duplication on segments [72+], from ChrXa to ChrXa
	right duplication inversion on segments [26+], from Chr7b to Chr7b
