index	origin	start	end
CEN22	Chr22	13000001	15999999
74	Chr22	16000000	51294566
75	ChrX	10000	58632012
CENX	ChrX	58632013	61632011
76	ChrX	61632012	155260560
---
chromosome	KT	telo1_len	telo2_len
Chr1a	1+,CEN1+,2+	10000	10000
Chr1b	1+,CEN1+,2+	10000	10000
Chr2a	3+,4+,5+,6+,7+,8+,9+,CEN2+,10+	10000	10000
Chr2b	4-,4+,3-,3+,4+,5+,6+,7+,8+,9+,CEN2+,10+	10000	10000
Chr3a	11+,CEN3+,12+	10000	10000
Chr3b	11+,CEN3+,12+	10000	10000
Chr4a	13+,CEN4+,14+,15+,16+,17+,18+,19+,20+,19+,20+	10000	10000
Chr4b	13+,CEN4+,14+,15+,16+,17+,18+,19+,20-,20+	10000	10000
Chr5a	21+,CEN5+,22+	10000	10000
Chr5b	21+,CEN5+,22+	10000	10000
Chr6a	23+,CEN6+,24+	10000	10000
Chr6b	23+,CEN6+,24+	10000	10000
Chr7a	25+,CEN7+,26+	10000	10000
Chr7b	25+,CEN7+,26+	10000	10000
Chr8a	27+,CEN8+,28+,29+,30+,31+	10000	10000
Chr8b	27+,CEN8+,28+,29+,30+,31+,31-	10000	10000
Chr9a	32+,CEN9+,33+,34+,35+,36+	10000	10000
Chr9b	32+,CEN9+,33+,34+,35+,36+,36+	10000	10000
Chr10a	37+,CEN10+,38+,39+,40+,41+	10000	10000
Chr10b	37+,CEN10+,38+,39+,40+,41+,41+	10000	10000
Chr11a	42+,43+,44+,45+,CEN11+,46+,47+,48+,49+,49-	10000	10000
Chr11b	42+,42+,43+,44+,45+,CEN11+,46+,47+,48+,49+	10000	10000
Chr12a	50+,CEN12+,51+	10000	10000
Chr12b	50+,CEN12+,51+	10000	10000
Chr13a	52+,CEN13+,53+	16000000	10000
Chr13b	52+,CEN13+,53+	16000000	10000
Chr14a	54+,CEN14+,55+	16000000	10000
Chr14b	54+,CEN14+,55+	16000000	10000
Chr15a	56+,CEN15+,57+	17000000	10000
Chr15b	56+,CEN15+,57+	17000000	10000
Chr16a	58+,CEN16+,59+	10000	10000
Chr16b	58+,CEN16+,59+	10000	10000
Chr17a	60+,CEN17+,61+	10000	10000
Chr17b	60+,CEN17+,61+	10000	10000
Chr18a	62+,CEN18+,63+,64+,65+,66+	10000	10000
Chr18b	62+,CEN18+,63+,64+,65+,66+,66+	10000	10000
Chr19a	67+,CEN19+,68+	10000	10000
Chr19b	67+,CEN19+,68+	10000	10000
Chr20a	69+,CEN20+,70+	10000	10000
Chr20b	69+,CEN20+,70+	10000	10000
Chr21a	71+,CEN21+,72+	5211193	10000
Chr21b	71+,CEN21+,72+	5211193	10000
Chr22a	73+,CEN22+,74+	13000000	10000
Chr22b	73+,CEN22+,74+	13000000	10000
ChrXa	75+,CENX+,76+	10000	10000
ChrXb	75+,CENX+,76+	10000	10000
---
initialization
	autosomes: ['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr9', 'Chr10', 'Chr11', 'Chr12', 'Chr13', 'Chr14', 'Chr15', 'Chr16', 'Chr17', 'Chr18', 'Chr19', 'Chr20', 'Chr21', 'Chr22']
	autosomal copy number: 2
	sex chromosomes: ['ChrX', 'ChrX']
block 1: random terminal SVs: tandem duplications + duplication inversions
	tandem duplication on segments [36+], from Chr9b to Chr9b
	tandem duplication on segments [42+], from Chr11b to Chr11b
	tandem duplication on segments [41+], from Chr10b to Chr10b
	tandem duplication on segments [19+,20+], from Chr4a to Chr4a
	left duplication inversion on segments [3+,4+], from Chr2b to Chr2b
	right duplication inversion on segments [49+], from Chr11a to Chr11a
	tandem duplication on segments [66+], from Chr18b to Chr18b
	right duplication inversion on segments [4+], from Chr2b to Chr2b
	left duplication inversion on segments [20+], from Chr4b to Chr4b
	right duplication inversion on segments [31+], from Chr8b to Chr8b
