index	origin	start	end
CENX	ChrX	58632013	61632011
73	ChrX	61632012	115064162
74	ChrX	115064163	119480178
75	ChrX	119480179	150844545
76	ChrX	150844546	155260560
---
chromosome	KT	telo1_len	telo2_len
Chr1a	1+,CEN1+,2+	10000	10000
Chr1b	1+,CEN1+,2+	10000	10000
Chr2a	3+,CEN2+,4+	10000	10000
Chr2b	3+,CEN2+,4+	10000	10000
Chr3a	5+,CEN3+,6+,7+,8+,9+,9-	10000	10000
Chr3b	5+,CEN3+,6+,7+,8+,9+	10000	10000
Chr4a	10+,CEN4+,11+	10000	10000
Chr4b	10+,CEN4+,11+	10000	10000
Chr5a	12+,CEN5+,13+	10000	10000
Chr5b	12+,CEN5+,13+	10000	10000
Chr6a	14+,CEN6+,15+,16+,17+,18-,18+	10000	10000
Chr6b	14+,CEN6+,15+,16+,17+,18+	10000	10000
Chr7a	19+,CEN7+,20+	10000	10000
Chr7b	19+,CEN7+,20+	10000	10000
Chr8a	21+,CEN8+,22+,23+,24+,25+,26+,27+,28+,27+,28+	10000	10000
Chr8b	21+,CEN8+,22+,23+,24+,25+,26+,27+,28+,28+	10000	10000
Chr9a	29+,CEN9+,30+,31+,32+,33+	10000	10000
Chr9b	29+,CEN9+,30+,31+,32+,33+,33-	10000	10000
Chr10a	34+,34+,35+,36+,37+,CEN10+,38+,39+,40+,41+,42+,43+,44+,43+,44+	10000	10000
Chr10b	34+,35+,36+,37+,CEN10+,38+,39+,40+,41+,42+,43+,44+,44-	10000	10000
Chr11a	45+,CEN11+,46+	10000	10000
Chr11b	45+,CEN11+,46+	10000	10000
Chr12a	47+,CEN12+,48+	10000	10000
Chr12b	47+,CEN12+,48+	10000	10000
Chr13a	49+,CEN13+,50+	16000000	10000
Chr13b	49+,CEN13+,50+	16000000	10000
Chr14a	51+,CEN14+,52+	16000000	10000
Chr14b	51+,CEN14+,52+	16000000	10000
Chr15a	53+,CEN15+,54+	17000000	10000
Chr15b	53+,CEN15+,54+	17000000	10000
Chr16a	55+,CEN16+,56+	10000	10000
Chr16b	55+,CEN16+,56+	10000	10000
Chr17a	57+,CEN17+,58+	10000	10000
Chr17b	57+,CEN17+,58+	10000	10000
Chr18a	59+,CEN18+,60+	10000	10000
Chr18b	59+,CEN18+,60+	10000	10000
Chr19a	61+,CEN19+,62+	10000	10000
Chr19b	61+,CEN19+,62+	10000	10000
Chr20a	63+,CEN20+,64+	10000	10000
Chr20b	63+,CEN20+,64+	10000	10000
Chr21a	65+,CEN21+,66+	5211193	10000
Chr21b	65+,CEN21+,66+	5211193	10000
Chr22a	67+,CEN22+,68+	13000000	10000
Chr22b	67+,CEN22+,68+	13000000	10000
ChrXa	69+,70+,71+,72+,CENX+,73+,74+,75+,76+,76-	10000	10000
ChrXb	69+,69-,70+,71+,72+,CENX+,73+,74+,75+,76+	10000	10000
---
initialization
	autosomes: ['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr9', 'Chr10', 'Chr11', 'Chr12', 'Chr13', 'Chr14', 'Chr15', 'Chr16', 'Chr17', 'Chr18', 'Chr19', 'Chr20', 'Chr21', 'Chr22']
	autosomal copy number: 2
	sex chromosomes: ['ChrX', 'ChrX']
block 1: random terminal SVs: tandem duplications + duplication inversions
	tandem duplication on segments [34+], from Chr10a to Chr10a
	right duplication inversion on segments [69+], from ChrXb to ChrXb
	tandem duplication on segments [43+,44+], from Chr10a to Chr10a
	tandem duplication on segments [28+], from Chr8b to Chr8b
	right duplication inversion on segments [9+], from Chr3a to Chr3a
	right duplication inversion on segments [33+], from Chr9b to Chr9b
	right duplication inversion on segments [76+], from ChrXa to ChrXa
	tandem duplication on segments [27+,28+], from Chr8a to Chr8a
	left duplication inversion on segments [18+], from Chr6a to Chr6a
	right duplication inversion on segments [44+], from Chr10b to Chr10b
