index	origin	start	end
CENX	ChrX	58632013	61632011
73	ChrX	61632012	148075310
74	ChrX	148075311	150584422
75	ChrX	150584423	152751449
76	ChrX	152751450	155260560
---
chromosome	KT	telo1_len	telo2_len
Chr1a	1+,CEN1+,2+,3+,4+,5+,6+,7+,8+,8-	10000	10000
Chr1b	1+,CEN1+,2+,3+,4+,5+,8-,7-,6-,6+,7+,8+	10000	10000
Chr2a	9+,CEN2+,10+,11+,12+,13+,13+	10000	10000
Chr2b	9+,CEN2+,10+,11+,12+,13+	10000	10000
Chr3a	14+,15+,16+,17+,CEN3+,18+,19+,20+,21+	10000	10000
Chr3b	14-,14+,15+,16+,17+,CEN3+,18+,19+,20+,21-,21+	10000	10000
Chr4a	22+,CEN4+,23+	10000	10000
Chr4b	22+,CEN4+,23+	10000	10000
Chr5a	24+,25+,26+,27+,CEN5+,28+	10000	10000
Chr5b	24-,24+,25+,26+,27+,CEN5+,28+	10000	10000
Chr6a	29+,CEN6+,30+	10000	10000
Chr6b	29+,CEN6+,30+	10000	10000
Chr7a	31+,CEN7+,32+	10000	10000
Chr7b	31+,CEN7+,32+	10000	10000
Chr8a	33+,33+,34+,35+,36+,CEN8+,37+	10000	10000
Chr8b	33+,34+,35+,36+,CEN8+,37+	10000	10000
Chr9a	38+,CEN9+,39+	10000	10000
Chr9b	38+,CEN9+,39+	10000	10000
Chr10a	40+,CEN10+,41+	10000	10000
Chr10b	40+,CEN10+,41+	10000	10000
Chr11a	42+,CEN11+,43+	10000	10000
Chr11b	42+,CEN11+,43+	10000	10000
Chr12a	44+,CEN12+,45+,46+,47+,48+,48+	10000	10000
Chr12b	44+,CEN12+,45+,46+,47+,48+	10000	10000
Chr13a	49+,CEN13+,50+	16000000	10000
Chr13b	49+,CEN13+,50+	16000000	10000
Chr14a	51+,CEN14+,52+	16000000	10000
Chr14b	51+,CEN14+,52+	16000000	10000
Chr15a	53+,CEN15+,54+	17000000	10000
Chr15b	53+,CEN15+,54+	17000000	10000
Chr16a	55+,CEN16+,56+	10000	10000
Chr16b	55+,CEN16+,56+	10000	10000
Chr17a	57+,CEN17+,58+	10000	10000
Chr17b	57+,CEN17+,58+	10000	10000
Chr18a	59+,CEN18+,60+	10000	10000
Chr18b	59+,CEN18+,60+	10000	10000
Chr19a	61+,CEN19+,62+	10000	10000
Chr19b	61+,CEN19+,62+	10000	10000
Chr20a	63+,CEN20+,64+	10000	10000
Chr20b	63+,CEN20+,64+	10000	10000
Chr21a	65+,CEN21+,66+,67+,68+,69+	5211193	10000
Chr21b	65+,CEN21+,66+,67+,68+,69+,69-,68-	5211193	10000
Chr22a	70+,CEN22+,71+	13000000	10000
Chr22b	70+,CEN22+,71+	13000000	10000
ChrXa	72+,CENX+,73+,74+,75+,76+,75+,76+	10000	10000
ChrXb	72+,CENX+,73+,74+,75+,76+	10000	10000
---
initialization
	autosomes: ['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr9', 'Chr10', 'Chr11', 'Chr12', 'Chr13', 'Chr14', 'Chr15', 'Chr16', 'Chr17', 'Chr18', 'Chr19', 'Chr20', 'Chr21', 'Chr22']
	autosomal copy number: 2
	sex chromosomes: ['ChrX', 'ChrX']
block 1: random terminal SVs: tandem duplications + duplication inversions
	left duplication inversion on segments [14+], from Chr3b to Chr3b
	tandem duplication on segments [33+], from Chr8a to Chr8a
	right duplication inversion on segments [68+,69+], from Chr21b to Chr21b
	left duplication inversion on segments [21+], from Chr3b to Chr3b
	left duplication inversion on segments [24+], from Chr5b to Chr5b
	tandem duplication on segments [13+], from Chr2a to Chr2a
	tandem duplication on segments [75+,76+], from ChrXa to ChrXa
	left duplication inversion on segments [6+,7+,8+], from Chr1b to Chr1b
	right duplication inversion on segments [8+], from Chr1a to Chr1a
	tandem duplication on segments [48+], from Chr12a to Chr12a
