index	origin	start	end
67	Chr20	29369569	34778614
68	Chr20	34778615	37699460
69	Chr20	37699461	60094675
70	Chr20	60094676	63015520
71	Chr21	5211193	11288129
CEN21	Chr21	11288130	14288128
72	Chr21	14288129	48119895
73	Chr22	13000000	13000000
CEN22	Chr22	13000001	15999999
74	Chr22	16000000	51294566
75	ChrX	10000	58632012
CENX	ChrX	58632013	61632011
76	ChrX	61632012	155260560
---
chromosome	KT	telo1_len	telo2_len
Chr1a	1+,2+,3+,4+,CEN1+,5+,6+,7+,8+,8-	10000	10000
Chr1b	1-,1+,2+,3+,4+,CEN1+,5+,6+,7+,8+	10000	10000
Chr2a	9+,CEN2+,10+,11+,12+,13+,13+	10000	10000
Chr2b	9+,CEN2+,10+,11+,12+,13+	10000	10000
Chr3a	14+,CEN3+,15+,16+,17+,18+,19+,20+,21+,21-,20-	10000	10000
Chr3b	14+,CEN3+,15+,16+,17+,18+,19+,20+,21+,21+	10000	10000
Chr4a	22+,CEN4+,23+	10000	10000
Chr4b	22+,CEN4+,23+	10000	10000
Chr5a	24+,CEN5+,25+,26+,27+,28-,28+	10000	10000
Chr5b	24+,CEN5+,25+,26+,27+,28+	10000	10000
Chr6a	29+,CEN6+,30+	10000	10000
Chr6b	29+,CEN6+,30+	10000	10000
Chr7a	31+,CEN7+,32+	10000	10000
Chr7b	31+,CEN7+,32+	10000	10000
Chr8a	33+,CEN8+,34+,35+,36+,37+,38+,39+,39+,40+,40-,40+,40-,39-	10000	10000
Chr8b	33+,CEN8+,34+,35+,36+,37+,38+,39+,40+	10000	10000
Chr9a	41+,CEN9+,42+	10000	10000
Chr9b	41+,CEN9+,42+	10000	10000
Chr10a	43+,CEN10+,44+	10000	10000
Chr10b	43+,CEN10+,44+	10000	10000
Chr11a	45+,CEN11+,46+,47+,48+,49-,49+	10000	10000
Chr11b	45+,CEN11+,46+,47+,48+,49+	10000	10000
Chr12a	50+,CEN12+,51+	10000	10000
Chr12b	50+,CEN12+,51+	10000	10000
Chr13a	52+,CEN13+,53+	16000000	10000
Chr13b	52+,CEN13+,53+	16000000	10000
Chr14a	54+,CEN14+,55+	16000000	10000
Chr14b	54+,CEN14+,55+	16000000	10000
Chr15a	56+,CEN15+,57+	17000000	10000
Chr15b	56+,CEN15+,57+	17000000	10000
Chr16a	58+,CEN16+,59+	10000	10000
Chr16b	58+,CEN16+,59+	10000	10000
Chr17a	60+,CEN17+,61+	10000	10000
Chr17b	60+,CEN17+,61+	10000	10000
Chr18a	62+,CEN18+,63+	10000	10000
Chr18b	62+,CEN18+,63+	10000	10000
Chr19a	64+,CEN19+,65+	10000	10000
Chr19b	64+,CEN19+,65+	10000	10000
Chr20a	66+,CEN20+,67+,68+,69+,70+,70-	10000	10000
Chr20b	66+,CEN20+,67+,68+,69+,70+	10000	10000
Chr21a	71+,CEN21+,72+	5211193	10000
Chr21b	71+,CEN21+,72+	5211193	10000
Chr22a	73+,CEN22+,74+	13000000	10000
Chr22b	73+,CEN22+,74+	13000000	10000
ChrXa	75+,CENX+,76+	10000	10000
ChrXb	75+,CENX+,76+	10000	10000
---
initialization
	autosomes: ['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr9', 'Chr10', 'Chr11', 'Chr12', 'Chr13', 'Chr14', 'Chr15', 'Chr16', 'Chr17', 'Chr18', 'Chr19', 'Chr20', 'Chr21', 'Chr22']
	autosomal copy number: 2
	sex chromosomes: ['ChrX', 'ChrX']
block 1: random terminal SVs: tandem duplications + duplication inversions
	left duplication inversion on segments [28+], from Chr5a to Chr5a
	right duplication inversion on segments [8+], from Chr1a to Chr1a
	tandem duplication on segments [21+], from Chr3b to Chr3b
	tandem duplication on segments [13+], from Chr2a to Chr2a
	right duplication inversion on segments [39+,40+], from Chr8a to Chr8a
	right duplication inversion on segments [70+], from Chr20a to Chr20a
	left duplication inversion on segments [49+], from Chr11a to Chr11a
	right duplication inversion on segments [20+,21+], from Chr3a to Chr3a
	left duplication inversion on segments [40+,40+,39+], from Chr8a to Chr8a
	left duplication inversion on segments [1+], from Chr1b to Chr1b
