index	origin	start	end
CEN22	Chr22	13000001	15999999
74	Chr22	16000000	51294566
75	ChrX	10000	58632012
CENX	ChrX	58632013	61632011
76	ChrX	61632012	155260560
---
chromosome	KT	telo1_len	telo2_len
Chr1a	1+,CEN1+,2+	10000	10000
Chr1b	1+,CEN1+,2+	10000	10000
Chr2a	3+,4+,5+,6+,CEN2+,7+,8+,9+,10+,10-	10000	10000
Chr2b	3+,3-,4+,5+,6+,CEN2+,7+,8+,9+,10+	10000	10000
Chr3a	11+,12+,13+,14+,CEN3+,15+	10000	10000
Chr3b	11+,11+,12+,13+,14+,CEN3+,15+	10000	10000
Chr4a	17-,16-,16+,17+,18+,19+,CEN4+,20+	10000	10000
Chr4b	16+,17+,18+,19+,CEN4+,20+	10000	10000
Chr5a	21+,CEN5+,22+	10000	10000
Chr5b	21+,CEN5+,22+	10000	10000
Chr6a	23+,CEN6+,24+,25+,26+,27+	10000	10000
Chr6b	23+,CEN6+,24+,25+,26+,27+,27+	10000	10000
Chr7a	28+,CEN7+,29+,30+,31+,32-,32+	10000	10000
Chr7b	28+,CEN7+,29+,30+,31+,32+	10000	10000
Chr8a	33+,CEN8+,34+	10000	10000
Chr8b	33+,CEN8+,34+	10000	10000
Chr9a	35+,CEN9+,36+	10000	10000
Chr9b	35+,CEN9+,36+	10000	10000
Chr10a	37+,CEN10+,38+,39+,40+,41+	10000	10000
Chr10b	37+,CEN10+,38+,39+,40+,41-,41+	10000	10000
Chr11a	42+,CEN11+,43+	10000	10000
Chr11b	42+,CEN11+,43+	10000	10000
Chr12a	44+,44+,45+,46+,47+,CEN12+,48+,49+,50+,51+,51-	10000	10000
Chr12b	44+,45+,46+,47+,CEN12+,48+,49+,50+,51+	10000	10000
Chr13a	52+,CEN13+,53+	16000000	10000
Chr13b	52+,CEN13+,53+	16000000	10000
Chr14a	54+,CEN14+,55+	16000000	10000
Chr14b	54+,CEN14+,55+	16000000	10000
Chr15a	56+,CEN15+,57+	17000000	10000
Chr15b	56+,CEN15+,57+	17000000	10000
Chr16a	58+,CEN16+,59+	10000	10000
Chr16b	58+,CEN16+,59+	10000	10000
Chr17a	60+,CEN17+,61+	10000	10000
Chr17b	60+,CEN17+,61+	10000	10000
Chr18a	62+,CEN18+,63+	10000	10000
Chr18b	62+,CEN18+,63+	10000	10000
Chr19a	64+,65+,66+,67+,CEN19+,68+	10000	10000
Chr19b	64+,64+,65+,66+,67+,CEN19+,68+	10000	10000
Chr20a	69+,CEN20+,70+	10000	10000
Chr20b	69+,CEN20+,70+	10000	10000
Chr21a	71+,CEN21+,72+	5211193	10000
Chr21b	71+,CEN21+,72+	5211193	10000
Chr22a	73+,CEN22+,74+	13000000	10000
Chr22b	73+,CEN22+,74+	13000000	10000
ChrXa	75+,CENX+,76+	10000	10000
ChrXb	75+,CENX+,76+	10000	10000
---
initialization
	autosomes: ['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr9', 'Chr10', 'Chr11', 'Chr12', 'Chr13', 'Chr14', 'Chr15', 'Chr16', 'Chr17', 'Chr18', 'Chr19', 'Chr20', 'Chr21', 'Chr22']
	autosomal copy number: 2
	sex chromosomes: ['ChrX', 'ChrX']
block 1: random terminal SVs: tandem duplications + duplication inversions
	tandem duplication on segments [64+], from Chr19b to Chr19b
	tandem duplication on segments [44+], from Chr12a to Chr12a
	left duplication inversion on segments [16+,17+], from Chr4a to Chr4a
	tandem duplication on segments [27+], from Chr6b to Chr6b
	left duplication inversion on segments [32+], from Chr7a to Chr7a
	left duplication inversion on segments [41+], from Chr10b to Chr10b
	right duplication inversion on segments [10+], from Chr2a to Chr2a
	right duplication inversion on segments [3+], from Chr2b to Chr2b
	tandem duplication on segments [11+], from Chr3b to Chr3b
	right duplication inversion on segments [51+], from Chr12a to Chr12a
