index	origin	start	end
73	ChrX	28263171	39761725
74	ChrX	39761726	43778282
75	ChrX	43778283	58632012
CENX	ChrX	58632013	61632011
76	ChrX	61632012	155260560
---
chromosome	KT	telo1_len	telo2_len
Chr1a	1+,2+,3+,4+,CEN1+,5+,6+,7+,8+,8+	10000	10000
Chr1b	1+,2+,1+,2+,3+,4+,CEN1+,5+,6+,7+,8+	10000	10000
Chr2a	9+,9-,10+,11+,12+,CEN2+,13+	10000	10000
Chr2b	9+,10+,11+,12+,CEN2+,13+	10000	10000
Chr3a	14+,CEN3+,15+	10000	10000
Chr3b	14+,CEN3+,15+	10000	10000
Chr4a	16+,CEN4+,17+	10000	10000
Chr4b	16+,CEN4+,17+	10000	10000
Chr5a	18+,CEN5+,19+	10000	10000
Chr5b	18+,CEN5+,19+	10000	10000
Chr6a	20+,CEN6+,21+	10000	10000
Chr6b	20+,CEN6+,21+	10000	10000
Chr7a	22+,CEN7+,23+,24+,25+,26+,27+,28+,29+,28+,29+	10000	10000
Chr7b	22+,CEN7+,23+,24+,25+,26+,27+,28+,29+,29-	10000	10000
Chr8a	30+,CEN8+,31+,32+,33+,34+	10000	10000
Chr8b	30+,CEN8+,31+,32+,33+,34+,34+	10000	10000
Chr9a	35+,CEN9+,36+	10000	10000
Chr9b	35+,CEN9+,36+	10000	10000
Chr10a	37+,CEN10+,38+	10000	10000
Chr10b	37+,CEN10+,38+	10000	10000
Chr11a	39+,CEN11+,40+	10000	10000
Chr11b	39+,CEN11+,40+	10000	10000
Chr12a	41+,CEN12+,42+,43+,44+,45+	10000	10000
Chr12b	41+,CEN12+,42+,43+,44+,45+,45+	10000	10000
Chr13a	46+,CEN13+,47+	16000000	10000
Chr13b	46+,CEN13+,47+	16000000	10000
Chr14a	48+,CEN14+,49+	16000000	10000
Chr14b	48+,CEN14+,49+	16000000	10000
Chr15a	50+,CEN15+,51+	17000000	10000
Chr15b	50+,CEN15+,51+	17000000	10000
Chr16a	52+,CEN16+,53+	10000	10000
Chr16b	52+,CEN16+,53+	10000	10000
Chr17a	54+,CEN17+,55+	10000	10000
Chr17b	54+,CEN17+,55+	10000	10000
Chr18a	56+,56+,57+,58+,59+,CEN18+,60+	10000	10000
Chr18b	56+,57+,58+,59+,CEN18+,60+	10000	10000
Chr19a	61+,CEN19+,62+	10000	10000
Chr19b	61+,CEN19+,62+	10000	10000
Chr20a	63+,CEN20+,64+	10000	10000
Chr20b	63+,CEN20+,64+	10000	10000
Chr21a	65+,CEN21+,66+	5211193	10000
Chr21b	65+,CEN21+,66+	5211193	10000
Chr22a	67+,CEN22+,68+	13000000	10000
Chr22b	67+,CEN22+,68+	13000000	10000
ChrXa	69+,70+,69+,70+,71+,72+,73+,74+,75+,CENX+,76+	10000	10000
ChrXb	69+,69+,70+,71+,72+,73+,74+,75+,CENX+,76+	10000	10000
---
initialization
	autosomes: ['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr9', 'Chr10', 'Chr11', 'Chr12', 'Chr13', 'Chr14', 'Chr15', 'Chr16', 'Chr17', 'Chr18', 'Chr19', 'Chr20', 'Chr21', 'Chr22']
	autosomal copy number: 2
	sex chromosomes: ['ChrX', 'ChrX']
block 1: random terminal SVs: tandem duplications + duplication inversions
	tandem duplication on segments [69+,70+], from ChrXa to ChrXa
	right duplication inversion on segments [9+], from Chr2a to Chr2a
	right duplication inversion on segments [29+], from Chr7b to Chr7b
	tandem duplication on segments [8+], from Chr1a to Chr1a
	tandem duplication on segments [56+], from Chr18a to Chr18a
	tandem duplication on segments [34+], from Chr8b to Chr8b
	tandem duplication on segments [45+], from Chr12b to Chr12b
	tandem duplication on segments [28+,29+], from Chr7a to Chr7a
	tandem duplication on segments [69+], from ChrXb to ChrXb
	tandem duplication on segments [1+,2+], from Chr1b to Chr1b
