index	origin	start	end
Chr2b	9+,CEN2+,10+	10000	10000
Chr3a	11+,11+,12+,13+,14+,CEN3+,15+,16+,17+,18+	10000	10000
Chr3b	11+,12+,13+,14+,CEN3+,15+,16+,17+,18+,18+	10000	10000
Chr4a	19+,CEN4+,20+	10000	10000
Chr4b	19+,CEN4+,20+	10000	10000
Chr5a	21+,CEN5+,22+,23+,24+,25+	10000	10000
Chr5b	21+,CEN5+,22+,23+,24+,25+,25+	10000	10000
Chr6a	26+,CEN6+,27+,28+,29+,30+,31+,32+,33+	10000	10000
Chr6b	26+,CEN6+,27+,28+,29+,30+,31+,33-,32-,32+,33+,32-,32+,33+	10000	10000
Chr7a	34+,CEN7+,35+,36+,37+,38+,39+,40+,41+,41+	10000	10000
Chr7b	34+,CEN7+,35+,36+,37+,38+,39+,40+,41+,41-,40-	10000	10000
Chr8a	42+,CEN8+,43+	10000	10000
Chr8b	42+,CEN8+,43+	10000	10000
Chr9a	44+,CEN9+,45+	10000	10000
Chr9b	44+,CEN9+,45+	10000	10000
Chr10a	46+,CEN10+,47+	10000	10000
Chr10b	46+,CEN10+,47+	10000	10000
Chr11a	48+,CEN11+,49+	10000	10000
Chr11b	48+,CEN11+,49+	10000	10000
Chr12a	50+,CEN12+,51+	10000	10000
Chr12b	50+,CEN12+,51+	10000	10000
Chr13a	52+,CEN13+,53+	16000000	10000
Chr13b	52+,CEN13+,53+	16000000	10000
Chr14a	54+,CEN14+,55+,56+,57+,58+,58+	16000000	10000
Chr14b	54+,CEN14+,55+,56+,57+,58+	16000000	10000
Chr15a	59+,CEN15+,60+	17000000	10000
Chr15b	59+,CEN15+,60+	17000000	10000
Chr16a	61+,CEN16+,62+	10000	10000
Chr16b	61+,CEN16+,62+	10000	10000
Chr17a	63+,CEN17+,64+	10000	10000
Chr17b	63+,CEN17+,64+	10000	10000
Chr18a	65+,CEN18+,66+	10000	10000
Chr18b	65+,CEN18+,66+	10000	10000
Chr19a	67+,CEN19+,68+	10000	10000
Chr19b	67+,CEN19+,68+	10000	10000
Chr20a	69+,CEN20+,70+	10000	10000
Chr20b	69+,CEN20+,70+	10000	10000
Chr21a	71+,CEN21+,72+	5211193	10000
Chr21b	71+,CEN21+,72+	5211193	10000
Chr22a	73+,CEN22+,74+	13000000	10000
Chr22b	73+,CEN22+,74+	13000000	10000
ChrXa	75+,CENX+,76+	10000	10000
ChrXb	75+,CENX+,76+	10000	10000
---
initialization
	autosomes: ['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr9', 'Chr10', 'Chr11', 'Chr12', 'Chr13', 'Chr14', 'Chr15', 'Chr16', 'Chr17', 'Chr18', 'Chr19', 'Chr20', 'Chr21', 'Chr22']
	autosomal copy number: 2
	sex chromosomes: ['ChrX', 'ChrX']
block 1: random terminal SVs: tandem duplications + duplication inversions
	tandem duplication on segments [18+], from Chr3b to Chr3b
	right duplication inversion on segments [1+], from Chr1b to Chr1b
	right duplication inversion on segments [40+,41+], from Chr7b to Chr7b
	left duplication inversion on segments [32+,33+], from Chr6b to Chr6b
	tandem duplication on segments [11+], from Chr3a to Chr3a
	tandem duplication on segments [25+], from Chr5b to Chr5b
	tandem duplication on segments [32+,32+,33+], from Chr6b to Chr6b
	right duplication inversion on segments [8+], from Chr1a to Chr1a
	tandem duplication on segments [58+], from Chr14a to Chr14a
	tandem duplication on segments [41+], from Chr7a to Chr7a
