index	origin	start	end
CENX	ChrX	58632013	61632011
73	ChrX	61632012	104585453
74	ChrX	104585454	108084569
75	ChrX	108084570	151761445
76	ChrX	151761446	155260560
---
chromosome	KT	telo1_len	telo2_len
Chr1a	1+,CEN1+,2+	10000	10000
Chr1b	1+,CEN1+,2+	10000	10000
Chr2a	3+,CEN2+,4+	10000	10000
Chr2b	3+,CEN2+,4+	10000	10000
Chr3a	5+,CEN3+,6+	10000	10000
Chr3b	5+,CEN3+,6+	10000	10000
Chr4a	7+,CEN4+,8+,9+,10+,11-,11+	10000	10000
Chr4b	7+,CEN4+,8+,9+,10+,11+	10000	10000
Chr5a	12+,CEN5+,13+,14+,15+,16-,16+	10000	10000
Chr5b	12+,CEN5+,13+,14+,15+,16+	10000	10000
Chr6a	17+,18+,19+,20+,CEN6+,21+	10000	10000
Chr6b	17+,17+,18+,19+,20+,CEN6+,21+	10000	10000
Chr7a	22+,23+,24+,25+,CEN7+,26+	10000	10000
Chr7b	22+,22+,23+,24+,25+,CEN7+,26+	10000	10000
Chr8a	27+,28+,29+,30+,CEN8+,31+,32+,33+,34-,34+	10000	10000
Chr8b	27+,27+,28+,29+,30+,CEN8+,31+,32+,33+,34+	10000	10000
Chr9a	35+,CEN9+,36+	10000	10000
Chr9b	35+,CEN9+,36+	10000	10000
Chr10a	37+,37-,38+,39+,40+,CEN10+,41+	10000	10000
Chr10b	37+,38+,39+,40+,CEN10+,41+	10000	10000
Chr11a	42+,42+,43+,44+,45+,CEN11+,46+	10000	10000
Chr11b	42+,43+,44+,45+,CEN11+,46+	10000	10000
Chr12a	47+,CEN12+,48+	10000	10000
Chr12b	47+,CEN12+,48+	10000	10000
Chr13a	49+,CEN13+,50+	16000000	10000
Chr13b	49+,CEN13+,50+	16000000	10000
Chr14a	51+,CEN14+,52+	16000000	10000
Chr14b	51+,CEN14+,52+	16000000	10000
Chr15a	53+,CEN15+,54+	17000000	10000
Chr15b	53+,CEN15+,54+	17000000	10000
Chr16a	55+,CEN16+,56+	10000	10000
Chr16b	55+,CEN16+,56+	10000	10000
Chr17a	57+,CEN17+,58+	10000	10000
Chr17b	57+,CEN17+,58+	10000	10000
Chr18a	59+,60+,61+,62+,CEN18+,63+	10000	10000
Chr18b	59+,59-,60+,61+,62+,CEN18+,63+	10000	10000
Chr19a	64+,CEN19+,65+	10000	10000
Chr19b	64+,CEN19+,65+	10000	10000
Chr20a	66+,CEN20+,67+	10000	10000
Chr20b	66+,CEN20+,67+	10000	10000
Chr21a	68+,CEN21+,69+	5211193	10000
Chr21b	68+,CEN21+,69+	5211193	10000
Chr22a	70+,CEN22+,71+	13000000	10000
Chr22b	70+,CEN22+,71+	13000000	10000
ChrXa	72+,CENX+,73+,74+,75+,76+	10000	10000
ChrXb	72+,CENX+,73+,74+,75+,76-,76+	10000	10000
---
initialization
	autosomes: ['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr9', 'Chr10', 'Chr11', 'Chr12', 'Chr13', 'Chr14', 'Chr15', 'Chr16', 'Chr17', 'Chr18', 'Chr19', 'Chr20', 'Chr21', 'Chr22']
	autosomal copy number: 2
	sex chromosomes: ['ChrX', 'ChrX']
block 1: random terminal SVs: tandem duplications + duplication inversions
	right duplication inversion on segments [37+], from Chr10a to Chr10a
	tandem duplication on segments [42+], from Chr11a to Chr11a
	right duplication inversion on segments [59+], from Chr18b to Chr18b
	tandem duplication on segments [22+], from Chr7b to Chr7b
	left duplication inversion on segments [16+], from Chr5a to Chr5a
	left duplication inversion on segments [11+], from Chr4a to Chr4a
	tandem duplication on segments [17+], from Chr6b to Chr6b
	left duplication inversion on segments [34+], from Chr8a to Chr8a
	left duplication inversion on segments [76+], from ChrXb to ChrXb
	tandem duplication on segments [27+], from Chr8b to Chr8b
